Between	 Other
"	 Other
We	 NN
're	 VB
all	 RB
facing	 VB
a	 Other
certain	 JJ
kind	 NN
of	 Other
neo	 NN
-	 Other
liberal	 JJ
budget	 NN
where	 RB
they	 NN
play	 VB
with	 Other
it	 NN
,	 Other
and	 Other
mess	 NN
with	 Other
the	 Other
money	 NN
,	 Other
"	 Other
he	 NN
said	 VB
.	 Other
"	 Other
They	 NN
do	 VB
n't	 RB
spend	 VB
the	 Other
money	 NN
on	 Other
undergraduate	 JJ
education	 NN
,	 Other
which	 JJ
is	 VB
what	 NN
we	 NN
are	 VB
all	 Other
here	 RB
to	 Other
make	 VB
happen	 VB
.	 Other
"	 Other
Brahinsky	 NN
said	 VB
that	 Other
the	 Other
University	 NN
of	 Other
California	 NN
has	 VB
,	 Other
"	 Other
made	 VB
a	 Other
priority	 NN
out	 Other
of	 Other
administrative	 JJ
spending	 NN
,	 Other
"	 Other
noting	 VB
that	 Other
it	 NN
has	 VB
increased	 VB
by	 Other
over	 Other
250	 Other
%	 NN
in	 Other
the	 Other
last	 JJ
20	 Other
years	 NN
.	 Other
The	 Other
growth	 NN
of	 Other
faculty	 NN
spending	 NN
over	 Other
the	 Other
same	 JJ
time	 NN
period	 NN
has	 VB
only	 RB
increased	 VB
by	 Other
50	 Other
%	 NN
,	 Other
he	 NN
said	 VB
,	 Other
adding	 VB
that	 Other
20	 Other
years	 NN
ago	 RB
there	 RB
were	 VB
five	 Other
faculty	 NN
members	 NN
for	 Other
every	 Other
two	 Other
administrators	 NN
,	 Other
but	 Other
the	 Other
figure	 NN
has	 VB
shifted	 VB
dramatically	 RB
,	 Other
and	 Other
presently	 RB
there	 RB
are	 VB
only	 RB
five	 Other
faculty	 NN
members	 NN
for	 Other
every	 Other
six	 Other
administrators	 NN
,	 Other
on	 Other
average	 JJ
.	 Other
Conventional	 JJ
silicon	 NN
based	 VB
computing	 NN
has	 VB
been	 VB
successful	 JJ
over	 Other
the	 Other
past	 JJ
several	 JJ
decades	 NN
.	 Other
It	 NN
is	 VB
fast	 JJ
,	 Other
flexible	 JJ
,	 Other
and	 Other
well	 RB
understood	 VB
.	 Other
But	 Other
it	 NN
has	 VB
reached	 VB
its	 JJ
limitations	 NN
of	 Other
design	 NN
complexity	 NN
,	 Other
processing	 NN
power	 NN
,	 Other
memory	 NN
,	 Other
energy	 NN
consumption	 NN
,	 Other
density	 NN
and	 Other
heat	 NN
dissipation	 NN
.	 Other
Alternatives	 NN
to	 Other
these	 Other
traditional	 JJ
methods	 NN
of	 Other
building	 VB
computers	 NN
have	 VB
been	 VB
proposed	 VB
and	 Other
in	 Other
recent	 JJ
past	 Other
molecular	 JJ
computing	 NN
has	 VB
gained	 VB
considerable	 JJ
attention	 NN
for	 Other
non	 Other
-	 Other
silicon	 NN
based	 VB
computing	 NN
which	 JJ
can	 VB
overcome	 VB
conventional	 JJ
computation	 NN
problems	 NN
.	 Other
The	 Other
Watson	 NN
-	 Other
Crick	 NN
base	 NN
pairing	 NN
makes	 VB
DNA	 NN
a	 Other
powerful	 JJ
tool	 NN
for	 Other
engineering	 NN
at	 Other
nano	 NN
-	 Other
scale	 NN
[	 Other
Adleman	 NN
,	 Other
1994	 Other
;	 Other
Benenson	 NN
et	 NN
al	 NN
.	 Other
,	 Other
2001	 Other
;	 Other
Green	 NN
et	 NN
al	 NN
.	 Other
,	 Other
2006	 Other
;	 Other
Winfree	 NN
et	 NN
al	 NN
.	 Other
,	 Other
1998	 Other
]	 Other
.	 Other
The	 Other
behaviour	 NN
of	 Other
DNA	 NN
molecules	 NN
can	 VB
be	 VB
predicted	 VB
,	 Other
and	 Other
by	 Other
setting	 VB
up	 Other
strands	 NN
of	 Other
DNA	 NN
in	 Other
the	 Other
right	 JJ
way	 NN
,	 Other
they	 NN
can	 VB
draw	 VB
conclusion	 NN
from	 Other
a	 Other
set	 NN
of	 Other
logical	 JJ
inference	 NN
rules	 NN
[	 Other
Ray	 NN
and	 Other
Mondal	 NN
,	 Other
2011a	 Other
;	 Other
Ray	 NN
and	 Other
Mondal	 NN
,	 Other
2011b	 Other
]	 Other
.	 Other
In	 Other
this	 Other
paper	 NN
we	 NN
have	 VB
performed	 VB
logical	 JJ
reasoning	 NN
by	 Other
modus	 NN
ponens	 NN
using	 VB
DNA	 NN
strand	 NN
algebra	 NN
,	 Other
which	 JJ
can	 VB
be	 VB
defined	 VB
as	 Other
a	 Other
branch	 NN
of	 Other
process	 NN
algebra	 NN
.	 Other
The	 Other
operations	 NN
of	 Other
DNA	 NN
strands	 NN
in	 Other
present	 JJ
model	 NN
are	 VB
based	 VB
on	 Other
the	 Other
mechanism	 NN
of	 Other
DNA	 NN
strand	 NN
displacement	 NN
.	 Other
Process	 NN
algebras	 NN
are	 VB
widely	 RB
used	 VB
for	 Other
defining	 VB
the	 Other
formal	 JJ
semantics	 NN
of	 Other
concurrent	 JJ
communicating	 NN
processes	 NN
.	 Other
Process	 NN
calculi	 VB
provide	 VB
a	 Other
tool	 NN
for	 Other
the	 Other
high	 JJ
-	 Other
level	 NN
description	 NN
of	 Other
interactions	 NN
,	 Other
communications	 NN
,	 Other
and	 Other
synchronizations	 NN
between	 Other
a	 Other
collection	 NN
of	 Other
independent	 JJ
agents	 NN
or	 Other
processes	 NN
.	 Other
They	 NN
also	 RB
provide	 VB
algebraic	 JJ
laws	 NN
that	 JJ
allow	 VB
process	 NN
descriptions	 NN
to	 Other
be	 VB
manipulated	 VB
and	 Other
analyzed	 VB
,	 Other
and	 Other
permit	 NN
formal	 JJ
reasoning	 NN
about	 Other
equivalences	 NN
between	 Other
processes	 NN
.	 Other
The	 Other
main	 JJ
components	 NN
of	 Other
DNA	 NN
strand	 NN
algebra	 NN
are	 VB
DNA	 NN
strands	 NN
,	 Other
DNA	 NN
gates	 NN
,	 Other
and	 Other
their	 JJ
interactions	 NN
.	 Other
Before	 Other
going	 VB
in	 Other
detail	 NN
description	 NN
of	 Other
DNA	 NN
strand	 NN
algebra	 NN
we	 NN
first	 RB
have	 VB
to	 Other
know	 VB
what	 NN
is	 VB
syntax	 NN
and	 Other
semantics	 NN
.	 Other
How	 RB
are	 VB
they	 NN
different	 JJ
?	 Other
[	 Other
Cardelli	 NN
,	 Other
2009	 Other
;	 Other
Cardelli	 NN
2013	 Other
]	 Other
A	 Other
language	 NN
is	 VB
a	 Other
set	 NN
of	 Other
valid	 JJ
sentences	 NN
.	 Other
The	 Other
validity	 NN
of	 Other
language	 NN
can	 VB
be	 VB
broken	 VB
down	 Other
into	 Other
two	 Other
things	 NN
:	 Other
syntax	 NN
and	 Other
semantics	 NN
.	 Other
The	 Other
term	 NN
syntax	 NN
refers	 VB
to	 Other
grammatical	 JJ
structure	 NN
of	 Other
a	 Other
language	 NN
,	 Other
rather	 RB
than	 Other
what	 NN
they	 NN
refer	 VB
to	 Other
or	 Other
mean	 VB
.	 Other
Whereas	 Other
the	 Other
term	 NN
semantics	 NN
is	 VB
concerned	 VB
to	 Other
the	 Other
meaning	 NN
of	 Other
the	 Other
vocabulary	 NN
symbols	 NN
arranged	 VB
with	 Other
that	 Other
structure	 NN
,	 Other
often	 RB
in	 Other
relation	 NN
to	 Other
their	 JJ
truth	 NN
and	 Other
falsehood	 NN
.	 Other
Grammatical	 JJ
(	 Other
syntactically	 RB
)	 Other
valid	 JJ
does	 VB
not	 RB
imply	 VB
sensible	 JJ
(	 Other
semantically	 RB
)	 Other
valid	 JJ
.	 Other
In	 Other
mathematics	 NN
,	 Other
computer	 NN
science	 NN
and	 Other
linguistics	 NN
,	 Other
a	 Other
formal	 JJ
language	 NN
is	 VB
a	 Other
set	 NN
of	 Other
strings	 NN
of	 Other
symbols	 NN
that	 JJ
may	 VB
be	 VB
constrained	 VB
by	 Other
rules	 NN
that	 JJ
are	 VB
specific	 JJ
to	 Other
it	 NN
.	 Other
In	 Other
computer	 NN
science	 NN
,	 Other
the	 Other
process	 NN
algebras	 NN
[	 Other
Baeten	 NN
,	 Other
2004	 Other
]	 Other
are	 VB
mathematically	 RB
rigorous	 JJ
languages	 NN
with	 Other
well	 RB
defined	 VB
semantics	 NN
that	 JJ
permit	 VB
describing	 VB
and	 Other
verifying	 VB
properties	 NN
of	 Other
concurrent	 JJ
communicating	 NN
systems	 NN
.	 Other
Process	 NN
calculi	 VB
provide	 VB
a	 Other
tool	 NN
for	 Other
the	 Other
high	 JJ
-	 Other
level	 NN
description	 NN
of	 Other
interactions	 NN
,	 Other
communications	 NN
,	 Other
and	 Other
synchronizations	 NN
between	 Other
a	 Other
collection	 NN
of	 Other
independent	 JJ
agents	 NN
or	 Other
processes	 NN
.	 Other
They	 NN
also	 RB
provide	 VB
algebraic	 JJ
laws	 NN
that	 JJ
allow	 VB
process	 NN
descriptions	 NN
to	 Other
be	 VB
manipulated	 VB
and	 Other
analyzed	 VB
,	 Other
and	 Other
permit	 VB
formal	 JJ
reasoning	 NN
about	 Other
equivalences	 NN
between	 Other
processes	 NN
.	 Other
ERHS	 NN
Pre	 NN
and	 Other
post	 NN
picture	 NN
of	 Other
UAA	 NN
preview	 NN
days	 NN
.	 Other
Thank	 VB
you	 NN
UAA	 NN
for	 Other
a	 Other
great	 JJ
day	 NN
.	 Other
#	 Other
UAAmazing	 VB
ERHS	 NN
students	 NN
attend	 VB
UAA	 NN
preview	 NN
days	 NN
-	 Other
let	 VB
the	 Other
fun	 NN
begin	 VB
!	 Other
#	 Other
UAAmazing	 VB
Selfies	 NN
with	 Other
spirit	 NN
at	 Other
UAA	 NN
:	 Other
University	 NN
of	 Other
Alaska	 NN
Anchorage	 NN
Spring	 NN
Preview	 NN
Day	 NN
!	 Other
#	 NN
uaamazing	 VB
http://fb.me/5yAxSmtkn	 Other
#	 NN
uaamazing	 VB
cuddy	 NN
center	 NN
bakery	 NN
cart	 NN
on	 Other
T/Th	 NN
.	 Other
these	 Other
prices	 NN
.	 Other
Made	 VB
fresh	 JJ
every	 Other
morning	 NN
.	 Other
UAA	 NN
Student	 NN
Union	 NN
Gallery	 NN
s	 NN
Claybody	 NN
Invitational	 NN
opens	 VB
today	 NN
featuring	 VB
#	 Other
UAAmazing	 VB
ceramics	 NN
from	 Other
2015	 Other
's	 Other
school	 NN
year	 NN
http://ow.ly/XEf83	 Other
.	 Other
he	 NN
only	 RB
reason	 NN
I	 NN
'm	 VB
going	 VB
to	 Other
UAA.	 NN
Thank	 VB
you	 NN
scholarships	 NN
.	 Other
#	 Other
uaamazing	 VB
Let	 VB
me	 NN
hurry	 VB
up	 Other
&	 Other
finish	 VB
this	 Other
HW..tonight	 NN
@BreeNewsome	 RB
will	 VB
be	 VB
doing	 VB
a	 Other
public	 JJ
lecture	 NN
in	 Other
Art	 NN
150	 Other
at	 Other
7	 Other
pm	 NN
.	 Other
#	 Other
UAAmazing	 NN
#	 NN
UAA	 NN
@BreeNewsome	 NN
@uaanchorage	 NN
MLK	 NN
Student	 NN
Appreciation	 NN
Brunch	 NN
#	 Other
UAAmazing	 NN
#	 NN
BlackLivesMatter	 NN
https://www.instagram.com/p/BBLgb8wM5oX/	 Other
.	 Other
Just	 RB
had	 VB
the	 Other
pleasure	 NN
of	 Other
meeting	 NN
@BreeNewsome	 Other
@uaanchorage	 NN
MLK	 NN
Student	 NN
Appreciation	 NN
Brunch	 NN
.	 Other
#	 NN
UAAmazing	 VB
Paying	 VB
less	 JJ
than	 Other
100	 Other
for	 Other
a	 Other
semester	 NN
of	 Other
college	 NN
.	 Other
:)	 Other
#	 NN
uaamazing	 VB
UAA	 NN
is	 VB
having	 VB
a	 Other
Star	 NN
Wars	 NN
night	 NN
at	 Other
the	 Other
Commons	 NN
.	 Other
But	 Other
guys	 NN
.	 Other
The	 Other
gravy	 NN
...	 Other
#	 NN
UAAmazing	 VB
when	 RB
u	 NN
have	 VB
to	 Other
pay	 VB
34.12	 Other
for	 Other
a	 Other
semester	 NN
of	 Other
college	 NN
.	 Other
:')	 Other
#	 NN
blessup	 NN
#	 NN
UAAmazing	 VB
UAA	 NN
:	 Other
fucking	 VB
me	 NN
over	 Other
since	 Other
day	 NN
1	 Other
#	 NN
UAAMAZING	 NN
knew	 VB
I	 NN
should	 VB
've	 VB
stayed	 VB
in	 Other
Maryland	 NN
.	 Other
#	 NN
CSM	 NN
would	 VB
n't	 RB
have	 VB
done	 VB
me	 NN
like	 Other
this	 Other
.	 Other
@WillowLeedy	 NN
@camelovidov	 Other
@Ch2KTUU	 NN
#	 NN
UAAmazing	 VB
@emilyjanaewood	 NN
update	 NN
:	 Other
I	 NN
paid	 VB
6	 Other
for	 Other
a	 Other
2/3	 Other
full	 JJ
cup	 NN
of	 Other
soy	 NN
milk	 NN
.	 Other
#	 Other
UAAmazing	 VB
UAA	 NN
,	 Other
where	 RB
you	 NN
have	 VB
to	 Other
drive	 VB
around	 RB
the	 Other
lot	 NN
for	 Other
twenty	 Other
minutes	 NN
just	 RB
to	 Other
find	 VB
a	 Other
goddamn	 JJ
parking	 NN
spot	 NN
.	 Other
#	 Other
uaamazing	 VB
No	 Other
damage	 NN
has	 VB
been	 VB
reported	 VB
to	 Other
the	 Other
@UAAParking	 VB
structures-	 NN
if	 Other
you	 NN
notice	 VB
a	 Other
problem	 NN
,	 Other
report	 VB
it	 NN
right	 RB
away	 RB
,	 Other
#	 NN
UAAmazing	 VB
I	 NN
feel	 VB
like	 Other
everyday	 NN
is	 VB
pick	 VB
on	 Other
the	 Other
freshman	 NN
day	 NN
here	 RB
.	 Other
#	 Other
UAAmazing	 VB
Make	 NN
lots	 NN
of	 Other
money	 NN
.	 Other
#	 Other
BeAnEngineer	 NN
#	 NN
UAAmazing	 VB
I	 NN
swear	 VB
this	 Other
nigga	 NN
behind	 Other
me	 NN
getting	 VB
topped	 VB
off	 Other
in	 Other
class	 NN
.	 Other
#	 Other
UAAmazing	 VB
UAA	 NN
Snaps	 NN
confirms	 VB
my	 JJ
belief	 NN
that	 Other
there	 RB
is	 VB
no	 Other
hope	 NN
in	 Other
the	 Other
future	 NN
for	 Other
most	 JJ
of	 Other
my	 JJ
peers	 NN
.	 Other
#	 Other
VapeLyfe	 NN
#	 NN
BACgoingup	 NN
#	 NN
GPAgoingdown	 NN
#	 NN
UAAmazing	 VB
@AKEPSCoR	 NN
@UAFGI	 NN
dude	 NN
's	 VB
a	 Other
beast	 NN
!	 Other
#	 Other
uaamazing	 NN
#	 NN
Alaska	 NN
#	 NN
mountains	 NN
#	 Other
sunrise	 NN
#	 NN
uaamazing	 VB
@uaaphotos	 NN
(	 Other
at	 Other
UAA	 NN
Administration	 NN
Building	 NN
)	 Other
.	 Other
It	 NN
's	 VB
so	 RB
frustrating	 JJ
to	 Other
not	 RB
be	 VB
able	 JJ
to	 Other
get	 VB
parking	 NN
because	 Other
everyone	 NN
parks	 VB
like	 Other
they	 NN
've	 VB
never	 RB
driven	 VB
a	 Other
car	 NN
before	 RB
.	 Other
#	 NN
UAAmazing	 VB
@crazy808lexi	 NN
#	 NN
UAAmazing	 NN
#	 NN
uaamazing	 VB
love	 NN
these	 Other
high	 JJ
quality	 NN
machines	 NN
.	 Other
Special	 JJ
Announcement	 NN
:	 Other
New	 NN
Hours	 NN
of	 Other
Operation-	 NN
#	 NN
UAASHCC	 NN
#	 NN
UAAmazing	 VB
Make	 VB
a	 Other
plan	 NN
to	 Other
see	 VB
this	 Other
compelling	 JJ
film	 NN
.	 Other
Jan	 NN
20th	 NN
,	 Other
Gorsuch	 NN
Commons	 NN
,	 Other
Jan	 NN
21st	 NN
in	 Other
the	 Other
SU	 NN
Den	 NN
.	 Other
#	 Other
UAASHCC	 NN
#	 NN
UAAmazing	 VB
Last	 JJ
day	 NN
of	 Other
Lean	 NN
Six	 NN
Sigma	 NN
training	 NN
!	 Other
#	 Other
uaamazing	 VB
@uaaphotos	 NN
(	 Other
at	 Other
UAA	 NN
-	 Other
University	 NN
Center	 NN
)	 Other
.	 Other
I	 NN
'm	 VB
glad	 JJ
you	 NN
said	 VB
"	 Other
hola	 NN
"	 Other
walking	 VB
into	 Other
class	 NN
because	 Other
otherwise	 RB
I	 NN
would	 VB
not	 RB
have	 VB
known	 VB
whether	 Other
Spanish	 JJ
meets	 NN
in	 Other
143A	 Other
or	 Other
143B.	 Other
#	 NN
UAAmazing	 VB
Lol	 NN
150	 Other
to	 Other
rent	 VB
one	 Other
book	 NN
.	 Other
Not	 RB
gonna	 RB
happen	 VB
.	 Other
#	 NN
UAAmazing	 VB
UAA	 NN
:	 Other
Where	 RB
textbook	 NN
reservations	 NN
turn	 VB
into	 Other
textbook	 NN
IOUs	 NN
right	 JJ
before	 Other
your	 JJ
innocent	 JJ
eyes	 NN
.	 Other
#	 Other
UAAmazing	 VB
And	 Other
we	 NN
are	 VB
sold	 VB
out	 Other
!	 Other
Thank	 VB
you	 NN
,	 Other
Anchorage	 NN
for	 Other
caring	 VB
about	 Other
civil	 JJ
discourse	 NN
!	 Other
#	 Other
arguingalaska	 NN
#	 NN
uaamazing	 VB
Took	 NN
a	 Other
semester	 NN
off	 Other
,	 Other
glad	 JJ
to	 Other
see	 VB
that	 Other
the	 Other
puddle	 NN
of	 Other
piss	 NN
and	 Other
pubes	 NN
called	 VB
the	 Other
"	 Other
men	 NN
's	 Other
bathroom	 NN
"	 Other
in	 Other
the	 Other
SSB	 NN
is	 VB
still	 RB
there	 RB
.	 Other
#	 Other
UAAmazing	 VB
I	 NN
mean	 VB
,	 Other
it	 NN
'd	 VB
be	 VB
nice	 JJ
if	 Other
someone	 NN
would	 VB
put	 VB
down	 Other
icemelt	 NN
for	 Other
the	 Other
first	 JJ
day	 NN
off	 Other
classes	 NN
..	 Other
#	 NN
uaamazing	 NN
#	 NN
ouch	 NN
College	 NN
textbooks	 NN
priced	 VB
like	 Other
they	 NN
're	 VB
all	 RB
leaked	 VB
copies	 NN
of	 Other
the	 Other
next	 JJ
Game	 NN
of	 Other
Thrones	 NN
book	 NN
.	 Other
#	 Other
UAAmazing	 VB
When	 RB
the	 Other
UAA	 NN
bookstore	 NN
did	 VB
n't	 RB
pull	 VB
your	 JJ
preordered	 JJ
books	 NN
off	 Other
the	 Other
shelf	 NN
.	 Other
#	 Other
UAAmazing	 VB
According	 VB
to	 Other
blackboard	 NN
,	 Other
I	 NN
have	 VB
one	 Other
class	 NN
this	 Other
semester	 NN
instead	 RB
of	 Other
5	 Other
.	 Other
#	 NN
UAAmazing	 VB
@JensenElijah	 NN
#	 NN
funfact	 NN
#	 NN
uaamazing	 NN
is	 VB
the	 Other
2nd	 JJ
cheapest	 JJ
school	 NN
in	 Other
America	 NN
!	 Other
Got	 NN
Health	 NN
Insurance	 NN
?	 Other
No	 Other
?	 Other
Help	 NN
is	 VB
arriving	 VB
at	 Other
#	 Other
UAA	 NN
on	 Other
January	 NN
13th	 NN
,	 Other
in	 Other
the	 Other
SU.	 NN
10	 Other
-	 Other
2pm	 NN
.	 Other
#	 Other
UAASHCC	 NN
#	 NN
UAAmazing	 VB
22	 Other
%	 NN
Graduation	 NN
rate	 NN
at	 Other
UAA.	 JJ
#	 NN
UAAmazing	 VB
I	 NN
love	 VB
the	 Other
new	 JJ
black	 JJ
board	 NN
update	 NN
.	 Other
#	 Other
uaamazing	 VB
So	 RB
happy	 JJ
I	 NN
have	 VB
another	 Other
week	 NN
off	 RB
before	 Other
school	 NN
starts	 VB
again	 RB
.	 Other
#	 Other
uaamazing	 VB
Mr.	 NN
A	 NN
is	 VB
one	 Other
of	 Other
the	 Other
most	 RB
genuine	 JJ
people	 NN
I	 NN
've	 VB
had	 VB
the	 Other
privilige	 NN
of	 Other
meeting	 NN
.	 Other
Truly	 NN
inspiring	 VB
.	 Other
#	 NN
UAAmazing	 VB
My	 JJ
textbooks	 NN
for	 Other
this	 Other
semester	 NN
are	 VB
going	 VB
to	 Other
cost	 VB
more	 JJ
than	 Other
what	 NN
I	 NN
even	 RB
pay	 VB
out	 Other
of	 Other
pocket	 NN
for	 Other
tuition	 NN
.	 Other
#	 Other
uaamazing	 NN
#	 NN
butreally	 RB
Education	 NN
alumnus	 NN
Adam	 NN
Ahonen	 NN
discusses	 VB
his	 JJ
career	 NN
helming	 NN
Service	 NN
High	 NN
School	 NN
s	 NN
special	 JJ
ed	 NN
program	 NN
http://ow.ly/Wcipb	 Other
.	 Other
#	 NN
UAAmazing	 NN
#	 Other
2	 Other
Johanna	 NN
and	 Other
JT	 NN
broke	 VB
33rd	 RB
at	 Other
the	 Other
World	 NN
Universities	 NN
Debating	 NN
Championship	 NN
in	 Other
Thessaloniki	 NN
!	 Other
!	 Other
!	 Other
They	 NN
're	 VB
going	 VB
to	 Other
elim	 VB
rounds	 NN
!	 Other
#	 NN
uaamazing	 NN
#	 NN
wudc	 NN
Going	 VB
into	 Other
round	 JJ
6	 Other
,	 Other
JT	 NN
and	 Other
Johanna	 NN
are	 VB
sitting	 VB
on	 Other
10	 Other
points	 NN
.	 Other
They	 NN
drew	 VB
OG	 NN
against	 Other
Monash	 NN
x2	 NN
and	 Other
LSE.	 NN
Waiting	 VB
for	 Other
results	 NN
.	 Other
#	 Other
wudc	 NN
#	 NN
uaa	 JJ
Dont	 NN
forget	 VB
!	 Other
You	 NN
can	 VB
still	 RB
donate	 VB
and	 Other
save	 VB
@UAA_Bookstore	 Other
until	 Other
the	 Other
24th	 NN
.	 Other
#	 Other
SeasonOfSavings	 NN
#	 Other
Uaamazing	 NN
Holiday	 NN
Special	 NN
Hours	 NN
of	 Other
Operation	 NN
.	 Other
#	 NN
UAASHCC	 NN
#	 NN
UAAmazing	 NN
#	 NN
uaamazing	 NN
should	 VB
b	 VB
added	 VB
to	 Other
that	 Other
last	 JJ
tweet	 NN
Bruh	 NN
...	 Other
same	 JJ
#	 NN
uaamazing	 VB
.	 Other
Gonfalon	 NN
for	 Other
@uaanchorage	 NN
College	 NN
of	 Other
Arts	 NN
&	 Other
Sciences	 NN
2015	 Other
Fall	 NN
Commencement	 NN
!	 Other
Congrats	 JJ
Grads	 NN
!	 Other
#	 NN
uaamazing	 VB
Congratulations	 NN
to	 Other
the	 Other
Class	 NN
of	 Other
2015	 Other
!	 Other
!	 Other
#	 NN
UAAGrad	 NN
#	 NN
UAAmazing	 VB
Commencement	 NN
speaker	 NN
Ruddy	 NN
Abam	 NN
offering	 VB
her	 JJ
congratulations	 NN
to	 Other
#	 Other
UAAGrad	 NN
Fall	 NN
2015	 Other
.	 Other
#	 NN
uaamazing	 VB
https://www.instagram.com/p/_P9ygmtYRn/	 Other
#	 NN
commencement	 NN
graduation	 NN
#	 NN
volunteer	 NN
#	 NN
uaamazing	 VB
(	 Other
@	 Other
Alaska	 NN
Airlines	 NN
Center	 NN
in	 Other
Anchorage	 NN
,	 Other
AK	 NN
)	 Other
https://www.swarmapp.com/c/e2TmdxpgD43	 Other
Hats	 VB
off	 Other
to	 Other
all	 JJ
our	 JJ
#	 NN
UAAmazing	 VB
Fall	 NN
2015	 Other
gaduates	 NN
!	 Other
When	 RB
you	 NN
had	 VB
an	 Other
A	 NN
in	 Other
English	 NN
all	 Other
semester	 NN
and	 Other
the	 Other
day	 NN
after	 Other
your	 JJ
last	 JJ
class	 NN
he	 NN
decides	 VB
to	 Other
enter	 VB
participation	 NN
and	 Other
fuck	 NN
you	 NN
over	 RB
.	 Other
#	 Other
uaamazing	 VB
Like	 Other
seriously	 RB
come	 VB
on	 Other
!	 Other
Bump	 VB
my	 JJ
overall	 JJ
89	 Other
%	 NN
to	 Other
an	 Other
A.	 NN
#	 NN
uaamazing	 VB
Off	 NN
to	 Other
represent	 VB
UAA	 NN
:	 Other
University	 NN
of	 Other
Alaska	 NN
Anchorage	 NN
students	 NN
at	 Other
the	 Other
Board	 NN
of	 Other
Regents	 NN
meeting	 NN
at	 Other
UAF	 NN
!	 Other
#	 NN
uaamazing	 NN
...	 Other
http://fb.me/751hfv8rn	 Other
bye	 Other
UAA	 NN
thanks	 NN
for	 Other
the	 Other
3	 Other
semesters	 NN
lol	 RB
.	 Other
#	 Other
UAAmazing	 VB
My	 JJ
professor	 NN
literally	 RB
made	 VB
a	 Other
phone	 NN
call	 NN
in	 Other
the	 Other
middle	 NN
of	 Other
our	 JJ
final	 JJ
,	 Other
using	 VB
a	 Other
student	 NN
's	 Other
phone	 NN
,	 Other
because	 Other
she	 NN
lost	 VB
her	 JJ
own	 JJ
...	 Other
#	 Other
UAAmazing	 VB
We	 NN
ca	 VB
nt	 RB
even	 RB
load	 VB
a	 Other
TV	 NN
SHOW	 NN
on	 Other
residence	 NN
wifi	 NN
.	 Other
#	 Other
uaamazing	 VB
I	 NN
just	 RB
discovered	 VB
that	 Other
I	 NN
have	 VB
a	 Other
view	 NN
of	 Other
#	 Other
Denali	 NN
from	 Other
my	 JJ
office	 NN
window	 NN
.	 Other
#	 Other
JustTheTip	 NN
#	 NN
ItCounts	 NN
#	 Other
uaamazing	 NN
#	 NN
Alaska	 NN
JT	 NN
and	 Other
Johanna	 NN
WIN	 NN
the	 Other
#	 NN
seattleiv	 NN
#	 NN
UAAmazing	 VB
.	 Other
@sklauder9	 Other
I	 NN
'm	 VB
gonna	 NN
take	 VB
a	 Other
swing	 NN
at	 Other
the	 Other
dean	 NN
of	 Other
students	 NN
too	 RB
.	 Other
#	 Other
uaamazing	 VB
When	 RB
blackboard	 NN
is	 VB
down	 RB
for	 Other
scheduled	 VB
maintenance	 NN
the	 Other
day	 NN
before	 Other
finals	 NN
week	 NN
starts	 VB
....	 Other
#	 NN
uaamazing	 VB
UAAs	 NN
wifi	 NN
is	 VB
forever	 RB
shitty	 NN
.	 Other
#	 Other
uaamazing	 VB
'	 Other
Twas	 VB
the	 Other
week	 NN
before	 Other
finals#uaamazing	 VB
(	 Other
at	 Other
UAA	 NN
:	 Other
University	 NN
of	 Other
Alaska	 NN
Anchorage	 NN
)	 Other
Rocky	 NN
research	 NN
:	 Other
#	 NN
UAA	 NN
geology	 NN
student	 NN
Ian	 NN
Minnock	 NN
takes	 VB
extracurricular	 JJ
to	 Other
a	 Other
whole	 JJ
new	 JJ
level	 NN
.	 Other
http://ow.ly/V5iy0	 Other
.	 Other
#	 NN
UAAmazing	 NN
#	 NN
IAMUAA	 NN
Photobombed	 NN
by	 Other
Jim	 NN
!	 Other
Having	 VB
a	 Other
blast	 NN
at	 Other
the	 Other
@GCIAK	 NN
Great	 NN
#	 Other
Alaska	 NN
Shootout	 NN
!	 Other
#	 NN
seawolfselfie	 NN
#	 NN
uaamazing	 VB
he	 NN
Seawolves	 NN
are	 VB
up	 Other
by	 Other
1	 Other
at	 Other
the	 Other
half	 NN
of	 Other
the	 Other
GCI	 NN
Great	 NN
Alaska	 NN
Shootout	 NN
!	 Other
It	 NN
's	 VB
32	 Other
-	 Other
31	 Other
.	 Other
#	 Other
GreatAKShootout	 NN
#	 NN
WKU	 NN
#	 NN
uaamazing	 NN
#	 NN
seawolfnation	 NN
#	 NN
seawolfselfie	 NN
#	 NN
Uaamazing	 NN
"	 Other
Where	 RB
"	 Other
drink	 VB
until	 Other
she	 NN
's	 VB
pretty	 RB
"	 Other
is	 VB
the	 Other
school	 NN
motto	 NN
.	 Other
"	 Other
-	 Other
University	 NN
of	 Other
Alaska	 NN
Anchorage	 NN
final	 JJ
marketing	 NN
presentation	 NN
!	 Other
!	 Other
!	 Other
#	 NN
studentlife	 NN
#	 NN
uaamazing	 NN
#	 NN
student	 NN
#	 NN
bathroomselfie	 NN
#	 NN
shofie	 NN
#	 NN
bluecrew	 NN
https://instagram.com/p/-VIhkUABt5/	 Other
#	 NN
UAA	 NN
alumna	 NN
Rachel	 NN
Wintz	 NN
AK	 NN
Hometown	 NN
Hero	 NN
for	 Other
work	 NN
with	 Other
Girls	 NN
on	 Other
the	 Other
Run	 NN
AK.	 NN
